tweet,pos,emo
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Da wegen Corona der Fensterputzer nicht mehr kommt, müßte ich heute die Fenster selbst putzen😫😫😫😫 . Foxi hat mir nicht geholfen <a href=""https://t.co/D40sPHKG5b"">pic.twitter.com/D40sPHKG5b</a></p>&mdash; GiroGisela Sea Shell (@GRommerskirche) <a href=""https://twitter.com/GRommerskirche/status/1242813974544027649?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Nur ein Investment mit hoher Rendite während der Krise ist sicher: du selbst! <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/fortbildung?src=hash&amp;ref_src=twsrc%5Etfw"">#fortbildung</a> <a href=""https://twitter.com/hashtag/homeoffice?src=hash&amp;ref_src=twsrc%5Etfw"">#homeoffice</a> <a href=""https://twitter.com/FCBarcelona?ref_src=twsrc%5Etfw"">@FCBarcelona</a> University <a href=""https://t.co/kIa9KoLuKl"">pic.twitter.com/kIa9KoLuKl</a></p>&mdash; Julien Denis (@JulienDenis16) <a href=""https://twitter.com/JulienDenis16/status/1244704102065623040?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">7/ for conditions like Afib (atrial fibrillation).Anticoagulation (thinning the blood) is really only necessary if someone has contracted COVID-19; it is not helpful for prevention or to keep someone from getting the virus. In other words, if someone is exposed to COVID and they/</p>&mdash; Monacochick (@monacochick) <a href=""https://twitter.com/monacochick/status/1244941799858286592?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Kampf gegen <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>: Die schwedische Textilkette produziert Schutzausrüstungen. <a href=""https://twitter.com/hashtag/News?src=hash&amp;ref_src=twsrc%5Etfw"">#News</a><a href=""https://t.co/CDb7kN3QC7"">https://t.co/CDb7kN3QC7</a></p>&mdash; Horst (@Horstson) <a href=""https://twitter.com/Horstson/status/1242513128459468800?ref_src=twsrc%5Etfw"">March 24, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">RT <a href=""https://twitter.com/WDD?ref_src=twsrc%5Etfw"">@WDD</a>: <a href=""https://twitter.com/hashtag/CoronaVirus?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronaVirus</a> - The <a href=""https://twitter.com/hashtag/COVID?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID</a>-19 pandemic is changing our day-to-day life in so many ways but the diabetes online community remains as strong as ever in sharing stories and information across a variety of platforms. Take a look at some highlights: <a href=""https://t.co/JsiiTn1B9B"">https://t.co/JsiiTn1B9B</a></p>&mdash; diabetesDE (@diabetesDE) <a href=""https://twitter.com/diabetesDE/status/1244974873115590656?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Darum trifft Corona Männer stärker | <a href=""https://t.co/vYFl7r1Mdu"">https://t.co/vYFl7r1Mdu</a> <a href=""https://t.co/t5acqeD163"">https://t.co/t5acqeD163</a></p>&mdash; Holger Welge (@MenschParies) <a href=""https://twitter.com/MenschParies/status/1244686073994723330?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Zerbricht die EU an der Corona-Krise?<a href=""https://t.co/55yALUNf11"">https://t.co/55yALUNf11</a> <a href=""https://t.co/UDq4Gdr9BV"">pic.twitter.com/UDq4Gdr9BV</a></p>&mdash; Stephan Ossenkopp (@SKOssenkopp) <a href=""https://twitter.com/SKOssenkopp/status/1244925917216079877?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Covid-19 - 25 Bewohner eines Münchner Pflegeheims mit Coronavirus infiziert (via <a href=""https://twitter.com/SZ?ref_src=twsrc%5Etfw"">@SZ</a>) <a href=""https://t.co/E0RVDhyfTk"">https://t.co/E0RVDhyfTk</a></p>&mdash; Christian Brey (@ChrisBrey1) <a href=""https://twitter.com/ChrisBrey1/status/1245051906650669062?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Patient aus Heinsberg: Erster NRW-Infizierter (47) kommt ohne Beatmung aus <a href=""https://t.co/veAPDt6nui"">https://t.co/veAPDt6nui</a></p>&mdash; lothar schuessler (@schuessler23) <a href=""https://twitter.com/schuessler23/status/1243257604064923648?ref_src=twsrc%5Etfw"">March 26, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Ich hab euch nicht vergessen.  Schönen Mittwoch aus unsern persönlichen Corona freien Raum @ Rostock, Germany <a href=""https://t.co/rx8Cg9qkRY"">https://t.co/rx8Cg9qkRY</a></p>&mdash; Marco Lorenz (@marcolrnz83) <a href=""https://twitter.com/marcolrnz83/status/1240247717479223297?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Thinking about what an escalated Covid-19 situation in Nigeria could mean and I’m heartbroken 😞 . This thing kills in 100s!! Damn!</p>&mdash; Jägermeister (@jogobonito_lfc) <a href=""https://twitter.com/jogobonito_lfc/status/1242470807361609733?ref_src=twsrc%5Etfw"">March 24, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Next <a href=""https://twitter.com/hashtag/lotr?src=hash&amp;ref_src=twsrc%5Etfw"">#lotr</a> <a href=""https://twitter.com/hashtag/dhdr?src=hash&amp;ref_src=twsrc%5Etfw"">#dhdr</a> <a href=""https://twitter.com/hashtag/hobbit?src=hash&amp;ref_src=twsrc%5Etfw"">#hobbit</a> <a href=""https://twitter.com/hashtag/miniatures?src=hash&amp;ref_src=twsrc%5Etfw"">#miniatures</a> by <a href=""https://twitter.com/hashtag/gamesworkshop?src=hash&amp;ref_src=twsrc%5Etfw"">#gamesworkshop</a> warhammerofficial Clean up and ready to Prime in sunday <a href=""https://twitter.com/hashtag/sunshine?src=hash&amp;ref_src=twsrc%5Etfw"">#sunshine</a>🌞 <a href=""https://twitter.com/hashtag/stayathome?src=hash&amp;ref_src=twsrc%5Etfw"">#stayathome</a> <a href=""https://twitter.com/hashtag/flattenthecurve?src=hash&amp;ref_src=twsrc%5Etfw"">#flattenthecurve</a> Fighting against <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#coronavirus</a> <a href=""https://twitter.com/hashtag/covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#covid_19</a> The Lord of the… <a href=""https://t.co/PR2a5t4wlJ"">https://t.co/PR2a5t4wlJ</a></p>&mdash; Hobby Bunker Schriesheim @HQ Studio 69198 (@Hobby_Bunker_Sh) <a href=""https://twitter.com/Hobby_Bunker_Sh/status/1241103098355073025?ref_src=twsrc%5Etfw"">March 20, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Schulen schließen im <a href=""https://twitter.com/hashtag/Saarland?src=hash&amp;ref_src=twsrc%5Etfw"">#Saarland</a> und in <a href=""https://twitter.com/hashtag/Bayern?src=hash&amp;ref_src=twsrc%5Etfw"">#Bayern</a>. <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/FlattenTheCurve?src=hash&amp;ref_src=twsrc%5Etfw"">#FlattenTheCurve</a> <a href=""https://t.co/zBpYLzVvC3"">https://t.co/zBpYLzVvC3</a></p>&mdash; Christoph Kern (@Kern_Christoph) <a href=""https://twitter.com/Kern_Christoph/status/1238356955988705280?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Jetzt Live: Der brandenburgische Ministerpräsident <a href=""https://twitter.com/hashtag/Woidke?src=hash&amp;ref_src=twsrc%5Etfw"">#Woidke</a> gibt eine Regierungserklärung zur <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Krise ab. <a href=""https://twitter.com/hashtag/Brandenburg?src=hash&amp;ref_src=twsrc%5Etfw"">#Brandenburg</a> <a href=""https://t.co/ph4aZkhcE0"">https://t.co/ph4aZkhcE0</a></p>&mdash; rbb|24 (@rbb24) <a href=""https://twitter.com/rbb24/status/1245262576432361472?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Die Maßnahmen gegen die <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Pandemie setzen <a href=""https://twitter.com/hashtag/Grundrechte?src=hash&amp;ref_src=twsrc%5Etfw"">#Grundrechte</a> auf breiter Front außer Kraft. Gleichwohl hält sich die Zahl der Klagen beim <a href=""https://twitter.com/hashtag/Bundesverfassungsgericht?src=hash&amp;ref_src=twsrc%5Etfw"">#Bundesverfassungsgericht</a> in Grenzen. Noch war keine erfolgreich. <a href=""https://t.co/baK1MOHhTp"">https://t.co/baK1MOHhTp</a></p>&mdash; LVZ (@LVZ) <a href=""https://twitter.com/LVZ/status/1245665705170698240?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>: Brief aus dem Mittleren Westen der USA<a href=""https://t.co/ZevPp3IjSN"">https://t.co/ZevPp3IjSN</a></p>&mdash; Thomas   Weymann (@ThomasWeymann) <a href=""https://twitter.com/ThomasWeymann/status/1245416733613215745?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Anleitung: Mit Folding@home für die Suche nach <a href=""https://twitter.com/hashtag/Coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronavirus</a>-Medikamenten rechnen (Heise) -<a href=""https://t.co/ZT6Nmg7kXB"">https://t.co/ZT6Nmg7kXB</a><a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a></p>&mdash; Michael Kroker (@Kroker) <a href=""https://twitter.com/Kroker/status/1245718677347065856?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wegen corona geben sich sogar almans faust</p>&mdash; Merlo D Kalash (@kingof457) <a href=""https://twitter.com/kingof457/status/1239583878425296897?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Was Freundinnen einem so in <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> Zeiten schicken: <a href=""https://t.co/FCJdVjrKhw"">https://t.co/FCJdVjrKhw</a> <a href=""https://twitter.com/hashtag/FlattenTheCurve?src=hash&amp;ref_src=twsrc%5Etfw"">#FlattenTheCurve</a></p>&mdash; Anikó ✨leicht crazy im #homeoffice✨ (@AnikoMerten) <a href=""https://twitter.com/AnikoMerten/status/1245753362735403011?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Die Zahl der <a href=""https://twitter.com/hashtag/Covid19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid19</a> -Opfer ist gestiegen. Die schriftlichen Abschlussprüfungen der Auszubildenden werden <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>  verschoben. Die Corona-Lage für <a href=""https://twitter.com/hashtag/Leipzig?src=hash&amp;ref_src=twsrc%5Etfw"">#Leipzig</a> und <a href=""https://twitter.com/hashtag/Sachsen?src=hash&amp;ref_src=twsrc%5Etfw"">#Sachsen</a> am Mittwoch in unserem Ticker. <a href=""https://t.co/TzSAbx0lf9"">https://t.co/TzSAbx0lf9</a></p>&mdash; LVZ (@LVZ) <a href=""https://twitter.com/LVZ/status/1245271568672055296?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Umbruch im Kalender: Absagen, Verschiebungen, Neue Formate, ... Unser Tipp für Morgen 31. März:<br><br>▷ <a href=""https://twitter.com/hashtag/webinar?src=hash&amp;ref_src=twsrc%5Etfw"">#webinar</a> zu Corona Auswirkungen für den Betrieb.<br><br>▷ Aus <a href=""https://twitter.com/hashtag/Hamburg?src=hash&amp;ref_src=twsrc%5Etfw"">#Hamburg</a>: 1.Virtuelle <a href=""https://twitter.com/hashtag/Jobmesse?src=hash&amp;ref_src=twsrc%5Etfw"">#Jobmesse</a><a href=""https://t.co/xpCbXdoZqf"">https://t.co/xpCbXdoZqf</a>. Mehr im Report.<br>---<br><br>PS: Neue Buchtipps: <a href=""https://t.co/D2in4jlDiA"">https://t.co/D2in4jlDiA</a> <a href=""https://t.co/NzYBxfCwow"">pic.twitter.com/NzYBxfCwow</a></p>&mdash; Infodienst trendbote (@Bildungstrends) <a href=""https://twitter.com/Bildungstrends/status/1244548853057171457?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wenn man sonst nicht zu kommentieren hat... 😅Part II <a href=""https://twitter.com/hashtag/stayathome?src=hash&amp;ref_src=twsrc%5Etfw"">#stayathome</a> <a href=""https://twitter.com/hashtag/commentator?src=hash&amp;ref_src=twsrc%5Etfw"">#commentator</a>  <a href=""https://twitter.com/hashtag/covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#covid_19</a> <a href=""https://twitter.com/DAZN_DE?ref_src=twsrc%5Etfw"">@DAZN_DE</a> <a href=""https://twitter.com/spox?ref_src=twsrc%5Etfw"">@spox</a> <a href=""https://t.co/QGrVw3Bw0f"">pic.twitter.com/QGrVw3Bw0f</a></p>&mdash; Flo Hauser (@Floesel20) <a href=""https://twitter.com/Floesel20/status/1242184930647556097?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wegen <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>: <a href=""https://twitter.com/hashtag/Saudi?src=hash&amp;ref_src=twsrc%5Etfw"">#Saudi</a>-Arabien riegelt Riad sowie <a href=""https://twitter.com/hashtag/Mekka?src=hash&amp;ref_src=twsrc%5Etfw"">#Mekka</a> und <a href=""https://twitter.com/hashtag/Medina?src=hash&amp;ref_src=twsrc%5Etfw"">#Medina</a> ab <a href=""https://t.co/DlLPCSgqpQ"">https://t.co/DlLPCSgqpQ</a> via <a href=""https://twitter.com/YahooDE?ref_src=twsrc%5Etfw"">@Yahoode</a></p>&mdash; Peter Posse (@possepeter) <a href=""https://twitter.com/possepeter/status/1242948998643712003?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Der <a href=""https://twitter.com/hih2025?ref_src=twsrc%5Etfw"">@hih2025</a> listet unser kostenfreies Unterstützungsprogramm nun als Teil der offiziellen digitalen Gesundheits-Angebote zur <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Krise. <br><br>Unser Programm findet ihr unter <a href=""https://t.co/u87cZfpuOK"">https://t.co/u87cZfpuOK</a><a href=""https://t.co/zb9FmvINr5"">https://t.co/zb9FmvINr5</a> <a href=""https://twitter.com/hashtag/mentalhealth?src=hash&amp;ref_src=twsrc%5Etfw"">#mentalhealth</a></p>&mdash; Selfapy (@SelfapyApp) <a href=""https://twitter.com/SelfapyApp/status/1245620486064619522?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Nicht zutreffend,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Coco 10 (Corona Concert Nr. 10) - today with the famous Stairway to heaven. One of my favourite pop songs ever ♥️ Have a great day and stay healthy! 🍀☀️<a href=""https://t.co/RIPm4FIGfa"">https://t.co/RIPm4FIGfa</a></p>&mdash; Eva Meitner - Conductor (@evameitner) <a href=""https://twitter.com/evameitner/status/1244635040010719232?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Papst Franziskus droht wegen der Corona-Infektionsgefahr ein Umzug. <a href=""https://t.co/nBpql3wBH7"">https://t.co/nBpql3wBH7</a></p>&mdash; WEB.DE News (@WEBDENews) <a href=""https://twitter.com/WEBDENews/status/1245394681695023117?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">&quot;Auch wenn es uns hier de facto gut geht: Die Vorstellung nicht zu wissen, wie lange das noch so ist, im Sinne von, wann kommen wir nach Hause, hat uns dann doch verunsichert&quot;, sagt die in Südafrika gestrandete radioeins-Kollegin Wiebke Keuneke. <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://t.co/MVR7BJevHe"">https://t.co/MVR7BJevHe</a></p>&mdash; radioeins (@radioeins) <a href=""https://twitter.com/radioeins/status/1242159676827086855?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
